"","Age","Gender","Country","state","family_history","self_employed","remote_work","tech_company","care_options","wellness_program","seek_help","anonymity","leave","treatment","benefits","supervisor","mental_health_interview","mental_health_consequence","phys_health_interview","mental_vs_physical","obs_consequence"
"483",25,"Male","Germany",NA,"No","No","No","No","Not sure","Don't know","Yes","Don't know","Don't know","No","Don't know","Yes","No","No","Yes","Don't know","No"
"484",35,"Female","United States","OH","No","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","No","No","Yes","Maybe","No","No"
"485",46,"Male","United States","CA","No","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Yes","No","No","Maybe","No","Yes","No"
"486",42,"Male","United States","KS","No","No","No","No","No","Yes","No","Don't know","Very difficult","No","Yes","Yes","Maybe","Maybe","Yes","No","No"
"487",32,"Male","United Kingdom",NA,"Yes","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Yes","Maybe","No","Maybe","Yes","No"
"488",47,"Male","United States","CA","Yes","No","No","Yes","Yes","Yes","Yes","Don't know","Very easy","Yes","Yes","Yes","No","No","Yes","Yes","No"
"489",22,"Male","United States","CA","No","No","No","Yes","Not sure","Yes","Don't know","Yes","Don't know","No","Yes","Yes","No","No","Maybe","Yes","No"
"490",33,"Female","United States","NY","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","Yes","Yes","Some of them","No","No","No","Don't know","No"
"491",25,"Female","United States","WA","No","No","No","Yes","No","No","No","No","Somewhat easy","No","No","No","No","Maybe","No","Yes","No"
"492",29,"Male","United States","CA","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","Don't know","No"
"493",39,"Male","United States","WA","No","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","No","No","No","Yes","No"
"494",38,"Male","United States","VA","Yes","No","No","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","Yes","No","No","No"
"495",43,"Male","United States","NC","No","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","No"
"496",46,"Male","United States","OH","No","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","Yes","Yes","No","No","Maybe","Yes","No"
"497",38,"Female","United States","PA","Yes","No","No","No","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Yes","No","Maybe","No","No","Yes"
"498",33,"Male","Germany",NA,"No","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","No","Yes","Maybe","No","No"
"499",34,"Male","United Kingdom",NA,"Yes","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","No","Yes","No","Maybe","No","No","No"
"500",62,"Male","United States","CA","No","No","No","Yes","Yes","Don't know","Yes","Don't know","Don't know","No","Yes","Yes","Maybe","Maybe","Maybe","Yes","No"
"501",23,"Female","United States","TX","No","No","No","No","Not sure","Don't know","Don't know","Yes","Don't know","No","Don't know","Some of them","No","Maybe","No","Don't know","No"
"502",35,"Male","United States","AZ","No","No","No","No","No","No","No","Don't know","Don't know","No","No","No","No","Maybe","No","No","No"
"503",25,"Male","Bosnia and Herzegovina",NA,"Yes","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","Yes"
"504",36,"Male","United States","IL","Yes","Yes","Yes","Yes","Yes","Don't know","No","Yes","Somewhat difficult","Yes","Don't know","Yes","No","Maybe","Yes","Yes","No"
"505",41,"Female","United States",NA,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Some of them","No","Maybe","No","Yes","No"
"506",24,"Male","Austria",NA,"No","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","Yes","Some of them","Maybe","No","Maybe","Yes","No"
"507",51,"Male","New Zealand",NA,"No","No","Yes","Yes","Yes","Yes","No","No","Somewhat difficult","Yes","No","No","No","Yes","No","Don't know","Yes"
"508",29,"Male","United States","NC","No","No","No","Yes","Yes","No","Yes","Yes","Very easy","Yes","Yes","Some of them","No","No","No","Yes","No"
"509",31,"Female","Canada",NA,"Yes","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Yes","No","Maybe","No","Yes","No"
"510",27,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","No","Yes","Don't know","No"
"511",31,"Male","Australia",NA,"No","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","Yes","Yes","Yes","No","Yes","No","No"
"512",27,"Female","Hungary",NA,"Yes","Yes","Yes","Yes","No","No","No","No","Very difficult","No","No","No","No","Yes","Maybe","No","No"
"513",23,"Male","Sweden",NA,"No","No","No","Yes","No","No","Don't know","Don't know","Very easy","No","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"514",21,"Male","Canada",NA,"No","No","No","Yes","Not sure","Don't know","No","Don't know","Don't know","No","Don't know","No","No","Yes","Maybe","Don't know","No"
"515",27,"Female","Australia",NA,"Yes","No","No","Yes","Yes","No","No","No","Somewhat difficult","Yes","No","Some of them","No","Yes","No","No","No"
"516",39,"Male","United States","WI","Yes","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","Yes","Yes","No","Yes","No","No","No"
"517",26,"Male","United States","CA","Yes","No","No","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Maybe","No","No","No"
"518",27,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","No","Don't know","No"
"519",22,"Female","United States","CA","Yes","No","No","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","Yes"
"520",26,"Female","United States","MN","Yes","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","Don't know","No","No","Maybe","Maybe","No","No"
"521",31,"Female","United States","PA","Yes","No","No","Yes","Yes","No","No","Yes","Somewhat easy","Yes","Yes","Yes","No","No","No","Yes","No"
"522",32,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","Yes","No","Yes","Yes","No"
"523",28,"Female","United States","CA","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","Yes","No","No","Yes"
"524",28,"Trans","United Kingdom",NA,"Yes","No","No","Yes","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","Yes","Yes","No","No","Yes"
"525",23,"Female","United Kingdom",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Very easy","No","Don't know","Some of them","No","Maybe","Yes","Yes","No"
"526",30,"Male","United Kingdom",NA,"No","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Very easy","No","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"527",36,"Male","United States","CA","Yes","No","No","Yes","No","No","Yes","Don't know","Somewhat difficult","Yes","Yes","Yes","No","Yes","Yes","No","No"
"528",21,"Male","United States","CA","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","Yes","Yes","No","No","Maybe","Yes","No"
"529",30,"Male","Germany",NA,"No","No","No","Yes","No","Don't know","No","Don't know","Somewhat easy","No","No","Some of them","Maybe","Maybe","Yes","Don't know","No"
"530",25,"Female","United States","CA","Yes","No","No","No","Not sure","No","No","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","Maybe","Don't know","No"
"531",32,"Male","New Zealand",NA,"No","No","No","Yes","No","No","No","Don't know","Very easy","Yes","No","Yes","Maybe","No","Yes","Don't know","No"
"532",29,"Female","Canada",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","No","Yes","No"
"533",21,"Trans","United Kingdom",NA,"No","No","No","Yes","Yes","Yes","No","Yes","Somewhat easy","Yes","No","Some of them","No","Maybe","No","Yes","No"
"534",27,"Female","New Zealand",NA,"Yes","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","No","Maybe","Yes","Don't know","No"
"535",32,"Female","Canada",NA,"No","No","No","No","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","No","Don't know","No"
"536",34,"Male","Australia",NA,"No","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","No","No","Maybe","Yes","No"
"537",33,"Male","United States","NY","No","No","No","Yes","No","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","Yes","Maybe","Don't know","No"
"538",22,"Male","Netherlands",NA,"Yes","No","Yes","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","Yes","No","Yes","Maybe","No","Yes","Yes","No"
"539",24,"Male","United States","CA","No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","No","Yes","No"
"540",65,"Male","United States","FL","No","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","No","No","Maybe","No","Yes","No"
"541",27,"Male","United States","OR","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","No","No","Yes","No"
"542",33,"Male","Australia",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Yes","Very easy","No","Don't know","Yes","Maybe","No","Yes","Yes","No"
"543",36,"Male","United States","CO","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","No","No","Don't know","No"
"544",40,"Male","Canada",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","No","No","No","No","No"
"545",28,"Male","United States","GA","No","No","No","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","Yes","No","No","Maybe","Maybe","No","No"
"546",39,"Male","United States","OR","No","No","No","Yes","Not sure","Yes","Don't know","Yes","Don't know","Yes","Yes","Yes","No","Yes","Maybe","Don't know","No"
"547",32,"Male","United States","CA","No","No","No","Yes","No","No","Yes","Don't know","Somewhat easy","Yes","Yes","Some of them","Maybe","No","Yes","Don't know","No"
"548",31,"Male","United States","CA","Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","Yes","Some of them","No","Maybe","Yes","No","No"
"549",38,"Male","United States","PA","Yes","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Don't know","No","No","Maybe","No","Don't know","No"
"550",23,"Male","United States","CA","Yes","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Yes","No","Maybe","No","Yes","No"
"551",42,"Male","United States","CA","No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Yes","Maybe","Maybe","Maybe","Don't know","No"
"552",27,"Female","United States","NY","No","No","No","Yes","Not sure","Don't know","Yes","Don't know","Don't know","No","Don't know","Yes","No","No","No","Yes","No"
"553",26,"Female","United States","MA","Yes","No","No","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","Yes","Yes","No","No","No","No","Yes"
"554",50,"Male","United States",NA,"No","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","No","No","No","Maybe","No","No"
"555",37,"Male","United States","PA","Yes","No","No","Yes","No","No","Don't know","Don't know","Somewhat easy","No","Don't know","Yes","No","No","No","Yes","No"
"556",23,"Male","United States","RI","No","No","No","Yes","No","Don't know","No","Don't know","Don't know","No","Don't know","Yes","No","No","Maybe","Don't know","No"
"557",33,"Male","United States","MI","Yes","No","Yes","Yes","Not sure","No","No","Yes","Very easy","No","Don't know","Yes","No","No","No","Yes","No"
"558",29,"Male","Canada",NA,"No","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","No","Yes","No","No","Yes","Yes","No","No"
"559",34,"Male","United States","IL","Yes","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"560",41,"Male","United States","CA","Yes","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","Don't know","Yes"
"561",50,"Male","United States","OR","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","Don't know","No"
"562",29,"Male","Canada",NA,"No","No","No","No","Not sure","Yes","Yes","Yes","Somewhat difficult","Yes","Yes","No","No","Maybe","Maybe","Don't know","Yes"
"563",35,"Male","United States","IN","No","No","No","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Maybe","No","Maybe","Yes","No"
"564",27,"Male","Singapore",NA,"No","No","Yes","Yes","No","No","No","Yes","Don't know","No","No","Yes","No","Yes","No","No","No"
"565",40,"Female","United States","MA","No","No","No","No","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","Yes","Maybe","Maybe","Maybe","Don't know","No"
"566",27,"Male","Australia",NA,"No","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","Maybe","Maybe","No","Yes"
"567",29,"Female","United States","MI","No","No","No","Yes","Yes","Yes","No","Yes","Don't know","No","Yes","Some of them","No","Maybe","Maybe","Don't know","Yes"
"568",31,"Male","United States","OH","Yes","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","Yes","No","Maybe","Maybe","Don't know","No"
"569",43,"Male","United States","OH","No","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","No","Yes","No","No","Maybe","Don't know","No"
"570",34,"Male","United States","NH","Yes","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","Yes","Don't know","Yes"
"571",29,"Male","United States","OH","Yes","No","No","Yes","No","No","No","No","Somewhat difficult","Yes","Don't know","Some of them","No","Yes","Maybe","Don't know","No"
"572",19,"Male","Canada",NA,"Yes","No","No","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","Maybe","Maybe","Don't know","No"
"573",41,"Male","United States","TN","Yes","No","No","Yes","Not sure","Yes","Yes","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","No","No"
"574",29,"Male","United States","OR","Yes","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","Yes","Yes","No","No","Maybe","Yes","No"
"575",23,"Male","United States","PA","No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Yes","Some of them","No","No","No","Yes","No"
"576",24,"Female","United States",NA,"Yes","No","No","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","Yes","No","No","Yes"
"577",31,"Male","United States","NY","No","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Yes","Maybe","Don't know","No"
"578",43,"Male","United States","WA","No","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","Yes","No"
"579",31,"Male","United States","NY","Yes","No","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","Yes","No","No","No","Yes","No","No","Yes"
"580",29,"Male","United States","CA","Yes","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","Yes","Yes","No","No","No","Don't know","No"
"581",35,"Male","United States","TN","Yes","Yes","Yes","Yes","No","Yes","Yes","Don't know","Very easy","No","No","Yes","No","No","Maybe","Yes","No"
"582",33,"Male","United States","WI","Yes","No","No","No","Not sure","No","No","Yes","Somewhat difficult","Yes","Yes","No","No","Yes","No","No","No"
